companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
"Intelligent Retinal Imaging Systems, LLC",,US,US,Andover,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141922,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Intelligent Ultrasound Limited,,Europe,GB,Cardiff,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN220024,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Interventional Therapeutics Corp.,,US,US,Mountain View,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931025,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Intra Luminal Therapeutics, Inc.",,US,US,Carlsbad,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041973,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Jelco Laboratories,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K781857,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Julie Alliance,,US,US,Daytona Beach,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990002,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kalaco Scientific, Inc.",,US,US,San Carlos,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K024377,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Katecho, Inc.",,US,US,Des Moines,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K921679,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kci USA, Inc.",,US,US,San Antonio,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181507,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kinetic Rehabilitation Instruments, Inc.",,US,US,Washington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954427,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Kjaerulff Rehabilitation A/S,,Europe,DK,Otterup,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040677,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kone Instruments, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830432,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Kronner Medical,,US,US,Roseburg,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895171,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kub Technologies, Inc.",,US,US,Milford,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103348,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Kung-Ho International, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K840040,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Lake Medical Products, Inc.",,US,US,Maryland Heights,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K872244,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Lakeview Sleep Center,,US,US,North Barrington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130686,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Laralab GmbH,,Europe,DE,Munich,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242500,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Life Balance Intl., Inc.",,US,US,East Draper,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K910616,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Ligence Uab,,Europe,LT,Kaunas,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253535,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Loredan Biomedical, Inc.",,US,US,West Sacramento,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924512,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Luminopia, Inc.",,US,US,Cambridge,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233720,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Macneil Baby Care , Ltd.",,US,US,Downers Grove,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K941112,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Magnetic Research, Inc.",,US,US,Provo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931795,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Marquette Electronics, Inc.",,US,US,Milwaukee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964750,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Martech Medical Products, Inc.",,US,US,Temecula,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K914778,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Medical Device Technologies, Inc.",,US,US,Gainsville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982960,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Medical Industries America, Inc.",,US,US,Adel,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964078,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Medical, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823261,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Medtronic Navigation, Inc. (Littleton)",,US,US,Littleton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092564,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Medtronic Vascular,,US,US,Minneapolis,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K955291,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Mexpo Intl., Inc.",,US,US,"Hayward,",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K984040,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Michigan Critical Care Consultants, Inc. (D.B.A Mc3 Inc.)",,US,US,Dexter,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230364,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Michigan Instruments, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K833879,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Mick Radio-Nuclear Instruments, Inc.",,US,US,Walker,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K781274,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Micron Medical Corporation,,US,US,Boca Raton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K200848,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Microtek Medical, Inc.",,US,US,Columbus,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K062899,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Midwest Analog & Digital, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K780432,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Mistogen Equipment Co.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K760341,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Monad Corp.,,US,US,Pomona,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K904235,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Mortara Instrument, Inc.",,US,US,Milwaukee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123556,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Nakanishi, Inc.",,US,US,Richardson,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K131578,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Natural Cycles Nordic AB,,Europe,SE,Stockholm,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231274,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Neuralace Medical, Inc.",,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233364,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Neuro-Fitness, LLC",,US,US,Snoqualmie,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K062284,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Neurofitness,,US,US,Redmond,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K895175,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Neuromed, Inc.",,US,US,Ft. Lauderdale,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905596,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Neurotek, Inc.",,US,US,Olathe,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K894097,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
New Horizon Health Care,,US,US,Sandy,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K932050,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Nipro Diabetes Systems, Inc.",,US,US,Miramar,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050312,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Nonin Medical, Inc.",,US,US,Plymouth,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040589,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"North East Monitoring, Inc.",,US,US,Shelton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041901,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Omni Sales Corp.,,US,US,Canton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964563,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Oncology Systems, Inc.",,US,US,Champaign,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K051753,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Opti-Med Electronics,,US,US,Anderson,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945972,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Orthopedic Equipment Co., Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K770080,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Orthoscan, Inc.",,US,US,Scottsdale,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213113,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
P.T. Wantong Industry,,US,US,San Gabriel,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K980215,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Pace Medical,,US,US,Waltham,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912545,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Paragon Vision Sciences,,US,US,Mesa,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974635,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Peak Performance Technologies, Inc.",,US,US,Centinnial,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030714,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Pear Therapeutics, Inc.",,US,US,San Francisco,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191716,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Pentax of America, Inc.",,US,US,Montvale,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231970,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Petroff Audio Technologies,,US,US,West Hills,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974501,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Pharmaseal Laboratories,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K801146,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Philips Medizinsysteme Boeblingen GmbH, Cardiac AN",,Europe,DE,"Boeblingen, Baden-Wuerttemberg",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132320,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Philips Park,,US,US,Essex,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K852128,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Pike Medical Co.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K802101,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Pinsco Inc. Dba B & L Engineering,,US,US,Tustin,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982425,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Polymedica Industries, Inc.",,US,US,"Golden,",,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962991,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Precise Optics,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820178,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Pride Health Care, Inc.",,US,US,Pittston,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K905271,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Pudenz-Schulte Medical Research Corp.,,US,US,Goleta,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K954409,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Radiometer America, Inc.",,US,US,Mentor,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K831034,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Redplane AG,,Europe,CH,Zug,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070412,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Redsense Medical AB,,US,US,Fridley,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103242,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Rehabilitation Institute,Loma Linda University Med",,US,US,Chicago,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023572,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Respiratory Care, Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771975,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Respironics New Jersey, Inc.",,US,US,Cedar Grove,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K053203,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Rmds, Inc.",,US,US,Vancouver,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K970027,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Romedex International Srl,,US,US,Palo Alto,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093775,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Seabrook Medical Systems, Inc.",,US,US,Cincinnati,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902269,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Sedecal., Sa.",,Europe,ES,Algete,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161345,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Seemac Reison AB Co.,,Europe,SE,Sweden,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K911739,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Seigla Medical, Inc.",,US,US,Buffalo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220691,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Selectivemed Components, Inc.",,US,US,Mt. Vernon,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945676,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Shangdong Zibo Shanchuan Medical Instruments Co.,,US,US,Chino,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092000,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Sharp Electronics Corp.,,US,US,Paramus,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K842200,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Shimadzu Medical Systems,,US,US,Gardena,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893637,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Shimadzu Precision Instruments, Inc.",,US,US,Torrance,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940294,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Sleep Devices, Inc.",,US,US,Kissimmee,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040161,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Solopak Medical Products, Inc.",,US,US,Libertyville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960661,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Solutions For Tomorrow AB,,Europe,SE,Väckelsång,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251710,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Somnomed, Inc.",,US,US,Plano,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233497,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Sound Life Sciences, Inc.",,US,US,Seattle,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211387,1,1,远程监测风险分层与异常预警,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Stanford Assoc., Inc.",,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K791862,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Sterigard, Inc.",,US,US,Boca Raton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912083,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Steven Frank Mercereau,,US,US,Conyers,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931873,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Strato Medical Corp.,,US,US,Beverly,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844627,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Stryker Medical,,US,US,Kalamazoo,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K946149,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Summit World Trade Corp.,,US,US,Hudson,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K901980,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Sunrise SA,,Europe,BE,Namur,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222262,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Surgikos, Inc.",,US,US,Arlington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K875107,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Sway Medical, Inc.",,US,US,Tulsa,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K241737,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Takara Belmont USA, Inc.",,US,US,West Cadwell,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041834,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Technalithics Laboratories, Inc.",,US,US,Waco,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962951,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Terumo Medical Corp.,,US,US,Elkton,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K812338,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
The Biomed Group,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K810272,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
The Clell Corp.,,US,US,Arlington,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K860537,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Therapanacea Sas,,Europe,FR,Paris,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230023,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Thomasville Medical Assoc.,,US,US,Alpharetta,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K930799,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Tornier S.A.S.,,Europe,FR,Montbonnot-Saint-Martin,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232265,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
