companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
"Largan Medical Co., Ltd.","Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lens, Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lensfor ASTIGMATISM, Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lens for PRESBYOPIA",digital_health_or_medical_device_software,FDA 510(k) K181230; 2018-06-25; product code LPL,openfda_device_510k,K181230,2018-06-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181230,,strong_official_product
Lark Health,Lark Health,digital_health_or_medical_device_software,AI 慢病管理公司,round2_seed,,,,https://www.lark.com/,chronic_disease_management,seed_only
Lark Health,Lark Health,digital_health_or_medical_device_software,Lark Health: Digital Coaching for Diabetes & Weight,round2_company_site,,,,https://www.lark.com/,chronic_disease_management,strong_company_site
"Lawrence Medical Systems, Inc.",LAWRENCE L3000 CARDIAC OUTPUT MONITOR,remote_patient_monitoring,FDA 510(k) K874885; 1988-02-05; product code DPW,openfda_device_510k,K874885,1988-02-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,remote_patient_monitoring,strong_official_product
"Life Balance Intl., Inc.",LB-2000 CRANIAL ELECTROTHERAPY STIMULATOR,digital_health_or_medical_device_software,FDA 510(k) K910616; 1992-05-12; product code QJQ,openfda_device_510k,K910616,1992-05-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K910616,,strong_official_product
"Lifescan, Inc.",IN TOUCH DIABETES MANAGEMENT SOFTWARE,samd_or_medical_software,FDA 510(k) K984527; 1999-04-29; product code CGA,openfda_device_510k,K984527,1999-04-29,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K984527,samd; chronic_disease_management,strong_official_product
"Lifescan, Inc.",ONE TOUCH PROFILE COMPLETE DIABETES TRACKING SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K950727; 1995-06-01; product code CGA,openfda_device_510k,K950727,1995-06-01,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950727,chronic_disease_management,strong_official_product
"Lifescan, Inc.",ONETOUCH REVEAL DIABETES MANAGEMENT APPLICATION,samd_or_medical_software,FDA 510(k) K120558; 2013-02-07; product code NBW,openfda_device_510k,K120558,2013-02-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120558,samd; chronic_disease_management,strong_official_product
"Lifescan, Inc.",ONETOUCH ZOOM DIABETES MANAGEMENT PROGRAM,digital_health_or_medical_device_software,FDA 510(k) K081318; 2008-06-09; product code NBW,openfda_device_510k,K081318,2008-06-09,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081318,chronic_disease_management,strong_official_product
Ligence Uab,Ligence Heart,digital_health_or_medical_device_software,FDA 510(k) K253535; 2026-02-27; product code QIH,openfda_device_510k,K253535,2026-02-27,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253535,,strong_official_product
Livongo,Livongo chronic care,remote_patient_monitoring,知名慢病管理/远程监测公司，后并入 Teladoc Health,round2_seed,,,,https://www.teladochealth.com/livongo,remote_patient_monitoring; chronic_disease_management,seed_only
Livongo,Livongo chronic care,remote_patient_monitoring,Online Chronic Care Management | Livongo by Teladoc Health; Discover expert-led care for managing your health conditions from Livongo by Teladoc Health,round2_company_site,,,,https://www.teladochealth.com/livongo,remote_patient_monitoring; chronic_disease_management,strong_company_site
"Loredan Biomedical, Inc.",LIDO V-TAK,digital_health_or_medical_device_software,FDA 510(k) K924512; 1993-05-12; product code LXJ,openfda_device_510k,K924512,1993-05-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K924512,,strong_official_product
"Luminopia, Inc.",Luminopia,digital_health_or_medical_device_software,FDA 510(k) K233720; 2024-08-08; product code QQU,openfda_device_510k,K233720,2024-08-08,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233720,,strong_official_product
"Lunit, Inc.",Lunit INSIGHT CXR Triage,digital_health_or_medical_device_software,FDA 510(k) K211733; 2021-11-10; product code QFM,openfda_device_510k,K211733,2021-11-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211733,,strong_official_product
M-Pact Worldwide Management Corp.,"IVALON PVA SURGICAL SPEAR, IVALON EYE DRAIN, 80CC, IVALON EYE DRAIN, 400CC, IVALON EYE WICK",digital_health_or_medical_device_software,FDA 510(k) K971832; 1997-07-31; product code HOZ,openfda_device_510k,K971832,1997-07-31,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971832,,strong_official_product
"M2 Group Holdings, Inc.",PEARL DIABETES MANAGEMENT SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K100567; 2011-05-10; product code LZG,openfda_device_510k,K100567,2011-05-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,chronic_disease_management,strong_official_product
"Macneil Baby Care , Ltd.",SINGLE HANDED BREAST PUMP,digital_health_or_medical_device_software,FDA 510(k) K941112; 1995-01-30; product code HGX,openfda_device_510k,K941112,1995-01-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K941112,,strong_official_product
"Macon & Co., Inc.",FETAL MONITORING TRANSDUCER STRAP,remote_patient_monitoring,FDA 510(k) K902802; 1990-09-04; product code HGM,openfda_device_510k,K902802,1990-09-04,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,remote_patient_monitoring,strong_official_product
"Magnetic Research, Inc.",TELERAD STAT,digital_health_or_medical_device_software,FDA 510(k) K931795; 1993-11-19; product code LMD,openfda_device_510k,K931795,1993-11-19,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K931795,,strong_official_product
"Mahana Therapeutics, Inc.",Mahana Parallel Digital Cognitive Behavioral Therapy (CBT) Mobile Application for Irritable Bowel Syndrome (IBS),samd_or_medical_software,FDA 510(k) K211372; 2021-06-02; product code QMY,openfda_device_510k,K211372,2021-06-02,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,samd; mental_health,strong_official_product
Mallinckrodt Critical Care,CHOLESTEROL REAGENT,digital_health_or_medical_device_software,FDA 510(k) K771313; 1977-08-03; product code CGO,openfda_device_510k,K771313,1977-08-03,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771313,,strong_official_product
Mallinckrodt Critical Care,RIA QUANT C-PEPTIDE KIT,digital_health_or_medical_device_software,FDA 510(k) K812689; 1981-10-06; product code JKD,openfda_device_510k,K812689,1981-10-06,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K812689,,strong_official_product
"Marquest Medical Products, Inc.",ASPIRATOR,digital_health_or_medical_device_software,FDA 510(k) K830312; 1983-05-25; product code CBT,openfda_device_510k,K830312,1983-05-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830312,,strong_official_product
"Marquest Medical Products, Inc.",AUTOSTIK,digital_health_or_medical_device_software,FDA 510(k) K820875; 1982-05-07; product code CBT,openfda_device_510k,K820875,1982-05-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820875,,strong_official_product
"Marquest Medical Products, Inc.",GAS-LYTE 1CC AND 3CC ARTERIAL BLOOD SAMPLERS,digital_health_or_medical_device_software,FDA 510(k) K902632; 1990-09-04; product code CBT,openfda_device_510k,K902632,1990-09-04,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902632,,strong_official_product
"Marquest Medical Products, Inc.",MARQUEST MICRO STIK 9000 SERIES,digital_health_or_medical_device_software,FDA 510(k) K842008; 1984-05-25; product code CBT,openfda_device_510k,K842008,1984-05-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K842008,,strong_official_product
"Marquest Medical Products, Inc.",OMNISTICK,digital_health_or_medical_device_software,FDA 510(k) K830310; 1983-05-25; product code CBT,openfda_device_510k,K830310,1983-05-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K830310,,strong_official_product
"Marquest Medical Products, Inc.","OMNISTIK, MQ 501GS",digital_health_or_medical_device_software,FDA 510(k) K800860; 1980-04-29; product code CBT,openfda_device_510k,K800860,1980-04-29,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K800860,,strong_official_product
"Marquette Electronics, Inc.",EAGLE 4000 PATIENT MONITOR,digital_health_or_medical_device_software,FDA 510(k) K964750; 1997-02-21; product code LOS,openfda_device_510k,K964750,1997-02-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964750,,strong_official_product
"Martech Medical Products, Inc.",NEOLINE(TM),digital_health_or_medical_device_software,FDA 510(k) K914778; 1992-09-16; product code CBT,openfda_device_510k,K914778,1992-09-16,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K914778,,strong_official_product
"Martell Medical Products, Inc.",MDM ARTERIAL BLOOD GAS KIT,digital_health_or_medical_device_software,FDA 510(k) K822786; 1982-10-21; product code CBT,openfda_device_510k,K822786,1982-10-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822786,,strong_official_product
"Martell Medical Products, Inc.",PISTON SYRINGE,digital_health_or_medical_device_software,FDA 510(k) K944941; 1994-12-05; product code CBT,openfda_device_510k,K944941,1994-12-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K944941,,strong_official_product
"Medaica, Inc.",Medaica M1 Telehealth Stethoscope,digital_health_or_medical_device_software,FDA 510(k) K223166; 2023-01-19; product code DQD,openfda_device_510k,K223166,2023-01-19,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,internet_healthcare,strong_official_product
"Medi-Man Rehabilitation Products, Inc.",MEDI-MAN WATER POWERED BATH LIFT & HYDRAULIC LIFT,digital_health_or_medical_device_software,FDA 510(k) K844976; 1985-04-01; product code FSA,openfda_device_510k,K844976,1985-04-01,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844976,,strong_official_product
Medicaa (Uruguay) S.A.,BALANCE REHABILITATION UNIT (BRU),digital_health_or_medical_device_software,FDA 510(k) K070085; 2007-02-26; product code LXV,openfda_device_510k,K070085,2007-02-26,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,rehabilitation,strong_official_product
"Medical Analysis Systems, Inc.",MAS DIABETES CONTROL - LYOPHILIZED ASSAYED DIABETES CONTROL,digital_health_or_medical_device_software,FDA 510(k) K023307; 2002-10-31; product code JJX,openfda_device_510k,K023307,2002-10-31,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023307,chronic_disease_management,strong_official_product
"Medical Analysis Systems, Inc.","MAS, DADE AND LIQUID ASSAYED DIABETES CONTROL",digital_health_or_medical_device_software,FDA 510(k) K042717; 2004-11-05; product code JJX,openfda_device_510k,K042717,2004-11-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,chronic_disease_management,strong_official_product
"Medical Compression Systems (Dbn) , Ltd.",ACTIVECARE SFT,digital_health_or_medical_device_software,FDA 510(k) K110159; 2011-05-12; product code JOW,openfda_device_510k,K110159,2011-05-12,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K110159,,strong_official_product
"Medical Consultants Intl. , Ltd.",LISS CRANIAL STIMULATOR MODEL SBL201-M,digital_health_or_medical_device_software,FDA 510(k) K894515; 1990-05-03; product code QJQ,openfda_device_510k,K894515,1990-05-03,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K894515,,strong_official_product
"Medical Consultants Intl. , Ltd.",LISS CRANIAL STIMULATOR MODEL SBL202-B,digital_health_or_medical_device_software,FDA 510(k) K903654; 1990-10-04; product code QJQ,openfda_device_510k,K903654,1990-10-04,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K903654,,strong_official_product
"Medical Device Technologies, Inc.","MEICAL DEVICE TECHNOLOGIES, INC. TRU-CORE DISPOSABLE AUTOMATIC BIOPSY INSTRUMENT",digital_health_or_medical_device_software,FDA 510(k) K982960; 1998-09-23; product code KNW,openfda_device_510k,K982960,1998-09-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982960,,strong_official_product
"Medical Industries America, Inc.",3050 SPORT-NEB,digital_health_or_medical_device_software,FDA 510(k) K964078; 1997-01-10; product code CAF,openfda_device_510k,K964078,1997-01-10,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964078,,strong_official_product
"Medical, Inc.",INTERFACE TRANSFUSION BLOOD FILTER #30,digital_health_or_medical_device_software,FDA 510(k) K823261; 1983-01-07; product code CAK,openfda_device_510k,K823261,1983-01-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823261,,strong_official_product
"Medline Industries, Inc.",EUDERMIC MP LATEX EXAMINATION GLOVE-BLUE (TESTED FOR USE WITH CHEMOTHERAPY DRUGS) W/ A PROTEIN CONTENT LABEL CLAIM,digital_health_or_medical_device_software,FDA 510(k) K103602; 2011-04-21; product code LYY,openfda_device_510k,K103602,2011-04-21,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103602,,strong_official_product
MedRhythms,MR-001,digital_therapeutics_or_dtx,神经康复数字疗法公司,round2_seed,,,,https://www.medrhythms.com/,digital_therapeutics; rehabilitation,seed_only
MedRhythms,MR-001,digital_health_or_medical_device_software,Next-Generation Neurotherapeutics to Support Walking | MedRhythms; MedRhythms develops next-generation neurotherapeutics and medical devices that deliver rhythmic auditory stimulation (RAS) to support walking,round2_company_site,,,,https://medrhythms.com/,rehabilitation,strong_company_site
Medtronic Minimed,MiniMed Go App,samd_or_medical_software,FDA 510(k) K253512; 2026-01-08; product code NDC,openfda_device_510k,K253512,2026-01-08,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253512,samd,strong_official_product
"Medtronic Navigation, Inc. (Littleton)",O-ARM IMAGING SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K092564; 2010-06-17; product code OXO,openfda_device_510k,K092564,2010-06-17,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092564,,strong_official_product
Medtronic Vascular,DUALSCREEN,digital_health_or_medical_device_software,FDA 510(k) K955291; 1996-05-17; product code GZB,openfda_device_510k,K955291,1996-05-17,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K955291,,strong_official_product
"Medtronic, Inc.",AVIVO Mobile Patient Management (MPM) System,digital_health_or_medical_device_software,FDA 510(k) K153160; 2016-03-30; product code MHX,openfda_device_510k,K153160,2016-03-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,health_management_platform; patient_engagement,strong_official_product
"Menlo Care, Inc.",MODIFIED LANDMARK VENOUS ACCESS DEVICE,digital_health_or_medical_device_software,FDA 510(k) K884259; 1988-11-01; product code FOZ,openfda_device_510k,K884259,1988-11-01,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K884259,,strong_official_product
"Menlo Care, Inc.",VERSACATH(TM) MULTILUMEN SYSTEM,digital_health_or_medical_device_software,FDA 510(k) K910566; 1991-06-03; product code FOZ,openfda_device_510k,K910566,1991-06-03,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K910566,,strong_official_product
"Merit Medical Systems, Inc.","MERIT MANIFOLD WITH INTEGRATED TRANSDUCER, MODEL 203LTCHN-R; 503LTCHN-R; 203LTPHN-R,203LTCHWN-R; 503LTCHWN-R; 203L",digital_health_or_medical_device_software,FDA 510(k) K100319; 2010-04-28; product code DTL,openfda_device_510k,K100319,2010-04-28,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100319,,strong_official_product
Mermaid Care A/S,BEACON Caresystem Model 00002144,digital_health_or_medical_device_software,FDA 510(k) K192584; 2019-12-18; product code BZK,openfda_device_510k,K192584,2019-12-18,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K192584,,strong_official_product
Metamorphosis GmbH,AIAS Cephalon,digital_health_or_medical_device_software,FDA 510(k) K252214; 2025-10-07; product code QIH,openfda_device_510k,K252214,2025-10-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252214,,strong_official_product
"Mexpo Intl., Inc.",BLOSSOM  POWDERED LATEX EXAMINATION GLOVES,digital_health_or_medical_device_software,FDA 510(k) K984040; 1999-01-13; product code LYY,openfda_device_510k,K984040,1999-01-13,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K984040,,strong_official_product
"Michigan Critical Care Consultants, Inc. (D.B.A Mc3 Inc.)",VitalFlow Console,digital_health_or_medical_device_software,FDA 510(k) K230364; 2023-08-25; product code QNR,openfda_device_510k,K230364,2023-08-25,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230364,,strong_official_product
