companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
KIMBERLY CLARK CORP,,US,US,,B,,sec_company,Kimberly-Clark Corp.,https://www.sec.gov/edgar/browse/?CIK=55785,2026-05-14,SEC ticker KMB; CIK 0000055785,0.64,company_registry_public,strong_registry,round1,no
Medline Inc.,,US,US,,B,,sec_company,"Medline Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=2046386,2026-05-14,SEC ticker MDLN; CIK 0002046386,0.64,company_registry_public,strong_registry,round1,no
Hewlett Packard Enterprise Co,,US,US,,B,,sec_company,Hewlett-Packard Co.,https://www.sec.gov/edgar/browse/?CIK=1645590,2026-05-14,SEC ticker HPE; CIK 0001645590,0.64,company_registry_public,strong_registry,round1,no
"Vir Biotechnology, Inc.",,US,US,,B,,sec_company,"Biotechnology, Inc.",https://www.sec.gov/edgar/browse/?CIK=1706431,2026-05-14,SEC ticker VIR; CIK 0001706431,0.64,company_registry_public,strong_registry,round1,no
ABBOTT LABORATORIES,,US,US,,B,,sec_company,Abbott Laboratories,https://www.sec.gov/edgar/browse/?CIK=1800,2026-05-14,SEC ticker ABT; CIK 0000001800,0.64,company_registry_public,strong_registry,round1,no
TANDEM DIABETES CARE INC,,US,US,,B,,sec_company,"Tandem Diabetes Care, Inc.",https://www.sec.gov/edgar/browse/?CIK=1438133,2026-05-14,SEC ticker TNDM; CIK 0001438133,0.64,company_registry_public,strong_registry,round1,no
"BIO-RAD LABORATORIES, INC.",,US,US,,B,,sec_company,Bio-Rad Laboratories,https://www.sec.gov/edgar/browse/?CIK=12208,2026-05-14,SEC ticker BIO; CIK 0000012208,0.64,company_registry_public,strong_registry,round1,no
SAN JUAN BASIN ROYALTY TRUST,,US,US,,B,,sec_company,E-San Limited,https://www.sec.gov/edgar/browse/?CIK=319655,2026-05-14,SEC ticker SJT; CIK 0000319655,0.64,company_registry_public,strong_registry,round1,no
DEXCOM INC,,US,US,,B,,sec_company,"Dexcom, Inc.",https://www.sec.gov/edgar/browse/?CIK=1093557,2026-05-14,SEC ticker DXCM; CIK 0001093557,0.64,company_registry_public,strong_registry,round1,no
TEAM INC,,US,US,,B,,sec_company,"Mycare Team, Inc.",https://www.sec.gov/edgar/browse/?CIK=318833,2026-05-14,SEC ticker TISI; CIK 0000318833,0.64,company_registry_public,strong_registry,round1,no
"BIO-RAD LABORATORIES, INC.",,US,US,,B,,sec_company,Bio-Rad,https://www.sec.gov/edgar/browse/?CIK=12208,2026-05-14,SEC ticker BIO; CIK 0000012208,0.64,company_registry_public,strong_registry,round1,no
"STEM, INC.",,US,US,,B,,sec_company,"Auri-Stem Medical, Inc.",https://www.sec.gov/edgar/browse/?CIK=1758766,2026-05-14,SEC ticker STEM; CIK 0001758766,0.64,company_registry_public,strong_registry,round1,no
"Sunrise Realty Trust, Inc.",,US,US,,B,,sec_company,Sunrise SA,https://www.sec.gov/edgar/browse/?CIK=2012706,2026-05-14,SEC ticker SUNS; CIK 0002012706,0.64,company_registry_public,strong_registry,round1,no
Apple Inc.,,US,US,,B,,sec_company,"Apple, Inc.",https://www.sec.gov/edgar/browse/?CIK=320193,2026-05-14,SEC ticker AAPL; CIK 0000320193,0.64,company_registry_public,strong_registry,round1,no
BECTON DICKINSON & CO,,US,US,,B,,sec_company,Bd Becton Dickinson Vacutainer Systems Preanalytic,https://www.sec.gov/edgar/browse/?CIK=10795,2026-05-14,SEC ticker BDX; CIK 0000010795,0.64,company_registry_public,strong_registry,round1,no
"Co-Diagnostics, Inc.",,US,US,,B,,sec_company,Ciba Corning Diagnostics Corp.,https://www.sec.gov/edgar/browse/?CIK=1692415,2026-05-14,SEC ticker CODX; CIK 0001692415,0.64,company_registry_public,strong_registry,round1,no
UTAH MEDICAL PRODUCTS INC,,US,US,,B,,sec_company,"Utah Medical Products, Inc.",https://www.sec.gov/edgar/browse/?CIK=706698,2026-05-14,SEC ticker UTMD; CIK 0000706698,0.64,company_registry_public,strong_registry,round1,no
R F INDUSTRIES LTD,,US,US,,B,,sec_company,"Devon Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=740664,2026-05-14,SEC ticker RFIL; CIK 0000740664,0.64,company_registry_public,strong_registry,round1,no
MindMaze Therapeutics Holding SA,,US,US,,B,,sec_company,Mindmaze SA,https://www.sec.gov/edgar/browse/?CIK=1854078,2026-05-14,SEC ticker RLFTY; CIK 0001854078,0.64,company_registry_public,strong_registry,round1,no
R F INDUSTRIES LTD,,US,US,,B,,sec_company,"Nautilus Sports/Medical Industries, Inc.",https://www.sec.gov/edgar/browse/?CIK=740664,2026-05-14,SEC ticker RFIL; CIK 0000740664,0.64,company_registry_public,strong_registry,round1,no
"Co-Diagnostics, Inc.",,US,US,,B,,sec_company,"Cardiovascular Diagnostics, Inc.",https://www.sec.gov/edgar/browse/?CIK=1692415,2026-05-14,SEC ticker CODX; CIK 0001692415,0.64,company_registry_public,strong_registry,round1,no
INSULET CORP,,US,US,,B,,sec_company,Insulet Corporation,https://www.sec.gov/edgar/browse/?CIK=1145197,2026-05-14,SEC ticker PODD; CIK 0001145197,0.64,company_registry_public,strong_registry,round1,no
Medtronic plc,,US,US,,B,,sec_company,Medtronic Vascular,https://www.sec.gov/edgar/browse/?CIK=1613103,2026-05-14,SEC ticker MDT; CIK 0001613103,0.64,company_registry_public,strong_registry,round1,no
"ADAMS DIVERSIFIED EQUITY FUND, INC.",,US,US,,B,,sec_company,E.M. Adams,https://www.sec.gov/edgar/browse/?CIK=2230,2026-05-14,SEC ticker ADX; CIK 0000002230,0.64,company_registry_public,strong_registry,round1,no
STRYKER CORP,,US,US,,B,,sec_company,Stryker Medical,https://www.sec.gov/edgar/browse/?CIK=310764,2026-05-14,SEC ticker SYK; CIK 0000310764,0.64,company_registry_public,strong_registry,round1,no
Fresenius Medical Care AG,,US,US,,B,,sec_company,Fresenius Medical Care North America,https://www.sec.gov/edgar/browse/?CIK=1333141,2026-05-14,SEC ticker FMS; CIK 0001333141,0.64,company_registry_public,strong_registry,round1,no
Fresenius Medical Care AG,,US,US,,B,,sec_company,"Fresenius Medical Care Renal Therapies Group, LLC",https://www.sec.gov/edgar/browse/?CIK=1333141,2026-05-14,SEC ticker FMS; CIK 0001333141,0.64,company_registry_public,strong_registry,round1,no
"BROWN & BROWN, INC.",,US,US,,B,,sec_company,Brown,https://www.sec.gov/edgar/browse/?CIK=79282,2026-05-14,SEC ticker BRO; CIK 0000079282,0.64,company_registry_public,strong_registry,round1,no
PFIZER INC,,US,US,,B,,sec_company,Pfizer,https://www.sec.gov/edgar/browse/?CIK=78003,2026-05-14,SEC ticker PFE; CIK 0000078003,0.64,company_registry_public,strong_registry,round1,no
RADIAN GROUP INC,,US,US,,B,,sec_company,radian,https://www.sec.gov/edgar/browse/?CIK=890926,2026-05-14,SEC ticker RDN; CIK 0000890926,0.64,company_registry_public,strong_registry,round1,no
Sanofi,,US,US,,B,,sec_company,220110 SANOFI,https://www.sec.gov/edgar/browse/?CIK=1121404,2026-05-14,SEC ticker SNY; CIK 0001121404,0.64,company_registry_public,strong_registry,round1,no
Viatris Inc,,US,US,,B,,sec_company,OUS Viatris,https://www.sec.gov/edgar/browse/?CIK=1792044,2026-05-14,SEC ticker VTRS; CIK 0001792044,0.64,company_registry_public,strong_registry,round1,no
"Omada Health, Inc.",,US,US,,B,,sec_company,Omada Health,https://www.sec.gov/edgar/browse/?CIK=1611115,2026-05-14,SEC ticker OMDA; CIK 0001611115,0.64,company_registry_public,strong_registry,round1,no
"Teladoc Health, Inc.",,US,US,,B,,sec_company,Teladoc Health chronic care,https://www.sec.gov/edgar/browse/?CIK=1477449,2026-05-14,SEC ticker TDOC; CIK 0001477449,0.64,company_registry_public,strong_registry,round1,no
"Hinge Health, Inc.",,US,US,,B,,sec_company,Hinge Health,https://www.sec.gov/edgar/browse/?CIK=1673743,2026-05-14,SEC ticker HNGE; CIK 0001673743,0.64,company_registry_public,strong_registry,round1,no
MindMaze Therapeutics Holding SA,,US,US,,B,,sec_company,MindMaze,https://www.sec.gov/edgar/browse/?CIK=1854078,2026-05-14,SEC ticker RLFTY; CIK 0001854078,0.64,company_registry_public,strong_registry,round1,no
"Teladoc Health, Inc.",,US,US,,B,,sec_company,Teladoc Health,https://www.sec.gov/edgar/browse/?CIK=1477449,2026-05-14,SEC ticker TDOC; CIK 0001477449,0.64,company_registry_public,strong_registry,round1,no
American Well Corp,,US,US,,B,,sec_company,American Well,https://www.sec.gov/edgar/browse/?CIK=1393584,2026-05-14,SEC ticker AMWL; CIK 0001393584,0.64,company_registry_public,strong_registry,round1,no
BEST BUY CO INC,,US,US,,B,,sec_company,Best Buy Health Current Health,https://www.sec.gov/edgar/browse/?CIK=764478,2026-05-14,SEC ticker BBY; CIK 0000764478,0.64,company_registry_public,strong_registry,round1,no
成都尚医信息科技有限公司,R Plus Health; 术康,China,CN,成都,C,samd; rehabilitation,round2_seed,round2_seed_companies,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,2026-05-14,用户点名；公开新闻显示其与 CF PharmTech 发布 R Plus Health 居家康复 App,0.3,company_seed_public,seed_only,round2,yes
成都尚医信息科技有限公司,R Plus Health; 术康,China,CN,成都,C,samd; rehabilitation,round2_news,成都尚医信息科技有限公司,https://www.prnewswire.com/news-releases/cf-pharmtech-and-chengdu-shangyi-launch-the-home-based-recovery-program-for-discharged-covid-19-patients-and-announce-todays-global-release-of-the-r-plus-health-free-app-301219070.html,2026-05-14,"CF PharmTech and Chengdu Shangyi Launch the &quot;Home-Based Recovery Program for Discharged Covid-19 Patients&quot; and Announce Today's Global Release of the &quot;R Plus Health&quot; Free App; /PRNewswire/ -- CF PharmTech, Inc. is a fully integrated pharmaceutical company in China specializing in the treatment of respiratory diseases. Chengdu Shangyi...",0.58,company_public_web,medium_news,round2,yes
成都尚医信息科技有限公司,R Plus Health; 术康,China,CN,成都,C,rehabilitation,round2_news,成都尚医信息科技有限公司,https://m.newseed.cn/company/43464,2026-05-14,成都尚医信息科技有限公司_创业公司|新芽,0.58,company_public_web,medium_news,round2,yes
RecoveryPlus.health,RecoveryPlus.health,US,US,New York,C,remote_patient_monitoring; chronic_disease_management; internet_healthcare; rehabilitation,round2_seed,round2_seed_companies,https://www.recoveryplus.health/about/,2026-05-14,用户点名；虚拟慢病管理和心肺康复服务,0.3,company_seed_public,seed_only,round2,yes
RecoveryPlus.health,RecoveryPlus.health,US,US,New York,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare; rehabilitation,round2_company_site,RecoveryPlus.health,https://www.recoveryplus.health/,2026-05-14,"Cardiopulmonary Rehab for At-Home Heart & Pulmonary Recovery; RecoveryPlus.health is a remote coronary rehab platform for heart surgery and such conditions as long COVID and Type 2 diabetes , as well as those at risk. Learn more.",0.7,company_public_web,strong_company_site,round2,yes
RecoveryPlus.health,RecoveryPlus.health,US,US,New York,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare; rehabilitation,round2_company_site,RecoveryPlus.health,https://www.recoveryplus.health/about/,2026-05-14,"Personalized Chronic Care Management and Cardiopulmonary Rehab | RecoveryPlus; Our platform eliminates barriers to care, empowers patients to accelerate their recovery, and improves long-term survival rates at home. Click here for more.",0.7,company_public_web,strong_company_site,round2,yes
RecoveryPlus.health,RecoveryPlus.health,US,US,New York,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare; rehabilitation,round2_company_site,RecoveryPlus.health,https://www.recoveryplus.health/faq/,2026-05-14,"Remote Patient Care & Rehab | FAQ | RecoveryPlus; Our proprietary AI telehealth platform creates a full-service, individualized home-based rehab program that tracks patients’ progress. Click here for more.",0.7,company_public_web,strong_company_site,round2,yes
RecoveryPlus.health,RecoveryPlus.health,US,US,New York,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare; rehabilitation,round2_company_site,RecoveryPlus.health,https://www.recoveryplus.health/for-providers/,2026-05-14,Extend Your Offerings With At-Home Rehab | RecoveryPlus; Don&#039;t settle for ordinary rehab offerings. RecoveryPlus allows healthcare providers the ability to extend healthcare offerings to patients at home. Click here.,0.7,company_public_web,strong_company_site,round2,yes
Omada Health,Omada Health,US,US,San Francisco,C,remote_patient_monitoring; chronic_disease_management; internet_healthcare,round2_seed,round2_seed_companies,https://www.omadahealth.com/,2026-05-14,知名美国数字慢病管理公司,0.3,company_seed_public,seed_only,round2,yes
Omada Health,Omada Health,US,US,San Francisco,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare,round2_company_site,Omada Health,https://www.omadahealth.com/,2026-05-14,Manage Chronic Conditions & Embrace Your Health | Omada Health; Omada is a virtual care solution with personalized chronic disease management programs designed to adapt to every member. Check your eligibility today!,0.7,company_public_web,strong_company_site,round2,yes
Livongo,Livongo chronic care,US,US,Mountain View,C,remote_patient_monitoring; chronic_disease_management,round2_seed,round2_seed_companies,https://www.teladochealth.com/livongo,2026-05-14,知名慢病管理/远程监测公司，后并入 Teladoc Health,0.3,company_seed_public,seed_only,round2,yes
Livongo,Livongo chronic care,US,US,Mountain View,B,remote_patient_monitoring; chronic_disease_management,round2_company_site,Livongo,https://www.teladochealth.com/livongo,2026-05-14,Online Chronic Care Management | Livongo by Teladoc Health; Discover expert-led care for managing your health conditions from Livongo by Teladoc Health,0.7,company_public_web,strong_company_site,round2,yes
Livongo,Livongo chronic care,US,US,Mountain View,B,remote_patient_monitoring; chronic_disease_management; internet_healthcare,round2_company_site,Livongo,https://www.teladochealth.com/newsroom/press/teladoc-health-and-livongo-merge-to-create-new-standard-in-global-healthcare-delivery-access-and-experience,2026-05-14,"Teladoc Health and Livongo Merge to Create New Standard in Global Healthcare Delivery, Access and Experience; The only consumer centered virtual care platform for full spectrum of health needs to address accelerating consumer and client demand Combination of highly complementary leaders in virtual care and chronic condition management uniquely positioned to unlock the full potential of virtual care New high-quality care delivery model creates new category of solutions focused on delivering unrivaled whole-person care for better health outcomes at lower cost Significant quantifiable revenue expansion opportunities increase shareholder value as two of the fastest-growing companies in healthcar",0.7,company_public_web,strong_company_site,round2,yes
Hinge Health,Hinge Health,US,US,San Francisco,C,internet_healthcare; rehabilitation,round2_seed,round2_seed_companies,https://www.hingehealth.com/,2026-05-14,知名数字肌骨康复公司,0.3,company_seed_public,seed_only,round2,yes
Hinge Health,Hinge Health,US,US,San Francisco,B,internet_healthcare; rehabilitation,round2_company_site,Hinge Health,https://www.hingehealth.com/,2026-05-14,Virtual Physical Therapy and More: Personalized Pain Care; The #1 clinic for joint & muscle pain. Join today and take control of your pain with access to our personalized virtual physical therapy program,0.7,company_public_web,strong_company_site,round2,yes
